@RELATION extracted_features

@ATTRIBUTE R REAL
@ATTRIBUTE G REAL
@ATTRIBUTE B REAL
@ATTRIBUTE Kontras REAL
@ATTRIBUTE Homogenitas REAL
@ATTRIBUTE Energi REAL
@ATTRIBUTE Korelasi REAL
@ATTRIBUTE Label {0,1}
@ATTRIBUTE LabelName STRING
@ATTRIBUTE Nama_File STRING

@DATA
172.5377960205078,204.4786224365234,198.4256134033203,47.48916703801232,0.6300312198414133,6.897230159128421,0.9945205457179463,0,'Sakit','tomato-train-sakit-01.jpg'
170.7560195922852,178.7163429260254,170.8221817016602,72.96894778007608,0.560082257693058,7.464252760319344,0.9945726298832398,0,'Sakit','tomato-train-sakit-02.jpg'
169.4490432739258,177.3747367858887,169.4855499267578,68.79242798320448,0.5619856396327356,7.413354132010743,0.9950692184843667,0,'Sakit','tomato-train-sakit-03.jpg'
172.9055023193359,180.8344421386719,172.9004096984863,65.14949009062128,0.5649686849526725,7.378976349952378,0.9949590229831216,0,'Sakit','tomato-train-sakit-04.jpg'
182.9525756835938,198.0951156616211,190.8722839355469,130.0414326109531,0.5591090852519234,7.51242183288238,0.9862600126553003,0,'Sakit','tomato-train-sakit-05.jpg'
182.3132820129395,197.4434127807617,190.1842041015625,128.9397294370504,0.5482661592738366,7.72267759674094,0.9863472572978179,0,'Sakit','tomato-train-sakit-06.jpg'
177.3716430664062,192.7531776428223,185.2468719482422,146.3893105650733,0.5504007563590153,7.69293392177214,0.9866085706304129,0,'Sakit','tomato-train-sakit-07.jpg'
190.6250610351562,200.0830078125,190.3555335998535,31.99037460572635,0.7205036504705777,5.029082868203557,0.9977720791337548,0,'Sakit','tomato-train-sakit-08.jpg'
189.1005363464355,198.3021545410156,188.8675079345703,32.65400822319919,0.7232077271441172,4.975747007028668,0.9978641149475856,0,'Sakit','tomato-train-sakit-09.jpg'
196.4580535888672,206.3276672363281,196.2392654418945,30.05506525455989,0.719602179887054,5.01612475260281,0.9974117569770354,0,'Sakit','tomato-train-sakit-10.jpg'
195.4109115600586,203.421989440918,195.174877166748,36.8353917853367,0.7085276513924622,5.498858089775539,0.9966011559215564,0,'Sakit','tomato-train-sakit-11.jpg'
196.290096282959,204.2622489929199,196.1156539916992,36.83546608002132,0.7034837322543426,5.553012180627576,0.9964732344008033,0,'Sakit','tomato-train-sakit-12.jpg'
